MJD,Magnitude,Error,Facility,Filter,Observer
57908.6194699998,19.3948,0.0469,SSO_KMTA19,KMT(I),KMT
57908.66709000012,19.4889,0.0449,SSO_KMTA19,KMT(I),KMT
57908.72122999979,19.4397,0.0409,SSO_KMTA19,KMT(I),KMT
57908.76790999994,19.436,0.0469,SSO_KMTA19,KMT(I),KMT
57909.44235000014,19.7561,0.1851,SSO_KMTA19,KMT(I),KMT
57909.450420000125,19.8181,0.198,SSO_KMTA19,KMT(I),KMT
57909.54699999979,19.317,0.0668,SSO_KMTA19,KMT(I),KMT
57909.60183000006,19.5341,0.0775,SSO_KMTA19,KMT(I),KMT
57909.651370000094,19.5411,0.0763,SSO_KMTA19,KMT(I),KMT
57910.48235000018,19.5199,0.1063,SSO_KMTA19,KMT(I),KMT
57910.57684000023,20.3013,0.2374,SSO_KMTA19,KMT(I),KMT
57910.63143000007,19.6731,0.1042,SSO_KMTA19,KMT(I),KMT
57910.67996999994,20.2609,0.2228,SSO_KMTA19,KMT(I),KMT
57910.732150000054,19.567,0.0955,SSO_KMTA19,KMT(I),KMT
57910.78105999995,19.6801,0.1042,SSO_KMTA19,KMT(I),KMT
57910.811530000065,20.2568,0.1954,SSO_KMTA19,KMT(I),KMT
57914.52184000006,18.9834,0.2312,SSO_KMTA19,KMT(I),KMT
57916.42185000004,19.4206,0.1415,SSO_KMTA19,KMT(I),KMT
57916.47771999985,19.1715,0.0716,SSO_KMTA19,KMT(I),KMT
57916.52364999987,19.6655,0.341,SSO_KMTA19,KMT(I),KMT
57917.41736999992,19.5014,0.1004,SSO_KMTA19,KMT(I),KMT
57917.43485999992,19.1124,0.0607,SSO_KMTA19,KMT(I),KMT
57917.48946999991,19.3414,0.0683,SSO_KMTA19,KMT(I),KMT
57917.5358099998,19.4949,0.0653,SSO_KMTA19,KMT(I),KMT
57917.58250000002,19.3871,0.0655,SSO_KMTA19,KMT(I),KMT
57917.64826999977,19.3819,0.0686,SSO_KMTA19,KMT(I),KMT
57917.702200000174,19.637,0.1085,SSO_KMTA19,KMT(I),KMT
57917.73712000018,19.4425,0.0776,SSO_KMTA19,KMT(I),KMT
57918.725889999885,19.3818,0.0677,SSO_KMTA19,KMT(I),KMT
57918.77176999999,19.3158,0.0639,SSO_KMTA19,KMT(I),KMT
57918.791629999876,19.1656,0.0628,SSO_KMTA19,KMT(I),KMT
57919.61152999988,19.4396,0.0666,SSO_KMTA19,KMT(I),KMT
57919.6582200001,18.8289,0.2684,SSO_KMTA19,KMT(I),KMT
57920.5760499998,19.6265,0.0834,SSO_KMTA19,KMT(I),KMT
57922.40487999981,19.4435,0.0787,SSO_KMTA19,KMT(I),KMT
57922.44372999994,19.3665,0.0711,SSO_KMTA19,KMT(I),KMT
57922.53121999977,19.4422,0.0489,SSO_KMTA19,KMT(I),KMT
57922.58014000021,19.4455,0.0587,SSO_KMTA19,KMT(I),KMT
57923.44516000012,19.4132,0.0811,SSO_KMTA19,KMT(I),KMT
57923.491369999945,19.3353,0.0619,SSO_KMTA19,KMT(I),KMT
57923.536890000105,19.3604,0.0544,SSO_KMTA19,KMT(I),KMT
57923.58417000016,19.4475,0.0481,SSO_KMTA19,KMT(I),KMT
57923.63823000016,19.3599,0.0609,SSO_KMTA19,KMT(I),KMT
57923.68650999991,19.5591,0.0678,SSO_KMTA19,KMT(I),KMT
